KEGGID	DeltaG0Prime	DeltaGUncertainty	DeltaGmPrime
R07487	C15783 <=> C08821	43.20887775507117 	7.951368008843532 	43.20887775507117 
R07488	C08821 + C00005 + C00080 <=> C01753 + C00006	-55.388854325907104 	1.8077476338556355 	-55.388854325907104 
R07489	C01753 + C00005 + C00080 + C00007 <=> C05442 + C00006 + 2 C00001	-398.71813475403945 	3.538003948753045 	-381.6032972193184 
R07490	C11522 <=> C15777	-84.89302186464091 	1.3555725226009987 	-84.89302186464091 
R07491	C15777 + 2 C00999 + C00007 + 2 C00080 <=> C15780 + 2 C00996 + 2 C00001	0.0	0.0	0.0
R07492	C15780 <=> C15781	43.208877755071455 	7.951368008843532 	43.208877755071455 
R07493	C15781 + C00005 + C00080 <=> C01789 + C00006	-57.85756886352408 	1.2909025053370324 	-57.85756886352408 
R07494	C15808 + C00006 <=> C15816 + C00005 + C00080 + C00011	-24.251159759556778 	4.0566013554812095 	-41.36599729427781 
R07495	C15816 + C00005 + C00080 <=> C05103 + C00006	1.3706697176509408 	1.5807255676868248 	1.3706697176509408 
R07496	C05103 <=> C05437	-84.90736142431925 	4.020459304305682 	-84.90736142431925 
R07497	C04525 <=> C15777	6.801765171784581 	6.95261191917829 	6.801765171784581 
R07498	C05437 + C00005 + C00080 <=> C03845 + C00006	-55.37451476622934 	4.194568646229274 	-55.37451476622934 
R07499	C05108 + C00005 + C00080 <=> C15915 + C00006	-55.388854325907104 	1.8077476338556355 	-55.388854325907104 
R07500	C05427 + C00544 <=> C15882 + C00013 + C00011	-95.92192118951895 	4.211941354728341 	-113.03675872423999 
R07501	C15882 + C00019 <=> C15883 + C00021	-14.33970454799303 	100000.0001179049 	-14.33970454799303 
R07502	C15883 <=> C02483	-55.98021647899526 	5.44348131347044 	-55.98021647899526 
R07503	C15882 <=> C14151	-55.978702909373354 	5.44348131347044 	-55.978702909373354 
R07504	C14151 + C00019 <=> C14152 + C00021	-14.341218117615213 	100000.0001179049 	-14.341218117615213 
R07505	C15777 + 2 C00999 + C00007 + 2 C00080 <=> C15778 + 2 C00996 + 2 C00001	0.0	0.0	0.0
R07506	C15778 + C00005 + C00080 + C00007 <=> C05440 + C00006 + 2 C00001	-398.71813475403974 	3.538003948753045 	-381.60329721931873 
R07507	C05107 + C00005 + C00080 <=> C01164 + C00006	-55.38885432590682 	1.8077476338556355 	-55.38885432590682 
R07508	C14152 <=> C02477	82.18304284539866 	1.6205830015442295 	82.18304284539866 
R07509	C05108 + 6 C00999 + 3 C00007 + 6 C00080 <=> C15808 + 6 C00996 + 4 C00001	0.0	0.0	0.0
R07510	C05421 <=> C15857	-8.684362832293232 	2.5259694382825635 	-8.684362832293232 
R07511	C15857 + 2 C15602 <=> C15858 + 2 C15603	0.0	0.0	0.0
R07512	C15858 <=> C05432	0.0 	0.0 	0.0 
R07513	C15985 + C00001 <=> C06542 + C00033	0.0	0.0	0.0
R07514	C01297 + C00028 + C00001 <=> C15986 + C00030	0.0	0.0	0.0
R07515	C15986 + C00001 <=> C03056 + C15987	13.551024580023238 	6.358339922639671 	-3.563812954697795 
R07516	C05435 + C00001 <=> C15859	-1.282207966977668 	1.8998860486976612 	-1.282207966977668 
R07517	C15859 <=> C15860	-4.34218141614717 	1.2629847191412817 	-4.34218141614717 
R07518	C05432 + C00030 + C00007 <=> C15867 + C00028 + C00001	0.0	0.0	0.0
R07519	C05432 + C00001 <=> C19795	-1.282207966977668 	1.8998860486976612 	-1.282207966977668 
R07520	C19795 + C00028 <=> C15874 + C00030	0.0	0.0	0.0
R07521	C15874 + C00019 <=> C15877 + C00021	43.19911337469993 	100000.00020076052 	43.19911337469993 
R07522	C15877 + C00001 <=> C15878	-1.282207966977668 	1.8998860486976612 	-1.282207966977668 
R07523	C15878 <=> C15879	-4.34218141614717 	1.2629847191412817 	-4.34218141614717 
R07524	C15879 + C00019 <=> C15881 + C00021	43.19911337469964 	100000.00020076052 	43.19911337469964 
R07525	C15881 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15884 + 3 C00001 + 4 C00139	-872.2670258340074 	13.62129918777311 	-838.0373507645654 
R07526	C15884 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15885 + 3 C00001 + 4 C00139	-872.2670258340074 	13.62129918777311 	-838.0373507645654 
R07527	C19795 + C00019 <=> C15886 + C00021	43.19911337469964 	100000.00020076052 	43.19911337469964 
R07528	C15886 + C00001 <=> C15887	-1.2822079669782316 	1.8998860486976612 	-1.2822079669782316 
R07529	C15887 + C00019 <=> C15888 + C00021	43.19911337469908 	100000.00020076052 	43.19911337469908 
R07530	C05433 + 2 C00138 + C00080 + C00007 <=> C08590 + 2 C00139 + C00001	-423.3421437125004 	6.865231703397971 	-406.2273061777794 
R07531	C08590 + C03024 + C00007 <=> C08601 + C03161 + C00001	0.0	0.0	0.0
R07532	C05431 + C00001 <=> C15892	-1.282207966977668 	1.8998860486976612 	-1.282207966977668 
R07533	C15892 + C00019 <=> C15895 + C00021	43.199113374699365 	100000.00020076052 	43.199113374699365 
R07534	C15892 <=> C15898	-4.34218141614717 	1.2629847191412817 	-4.34218141614717 
R07535	C15898 + C00019 <=> C15900 + C00021	43.19911337469964 	100000.00020076052 	43.19911337469964 
R07536	C15900 + C00001 <=> C15902	-1.2822079669782316 	1.8998860486976612 	-1.2822079669782316 
R07537	C15900 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15903 + 3 C00001 + 4 C00139	-872.2670258340074 	13.62129918777311 	-838.0373507645654 
R07538	C15902 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15905 + 3 C00001 + 4 C00139	-872.2670258340067 	13.62129918777311 	-838.0373507645647 
R07539	C15903 + C00001 <=> C15905	-1.282207966977668 	1.8998860486976612 	-1.282207966977668 
R07540	C05435 <=> C15907	8.427010611102688 	1.7027918965000748 	8.427010611102688 
R07541	C05435 + 2 C00028 <=> C15908 + 2 C00030	0.0	0.0	0.0
R07542	C05435 <=> C15910	-74.04646083023569 	7.815022047250456 	-74.04646083023569 
R07543	C15908 + C00001 <=> C15911	-1.2822079669779498 	1.8998860486976612 	-1.2822079669779498 
R07544	C15911 <=> C15914	-254.7644190207434 	4.279239678164413 	-254.7644190207434 
R07545	C15914 <=> C15917	0.0	0.0	0.0
R07546	C15859 <=> C15861	-254.7644190207431 	4.279239678164413 	-254.7644190207431 
R07547	C15861 <=> C15864	0.0	0.0	0.0
R07548	C05435 <=> C15919	-491.7558674588134 	2.349712426031624 	-491.7558674588134 
R07549	C15919 <=> C15928	-233.89035448766668 	1.7745620595209843 	-233.89035448766668 
R07550	C15919 <=> C15932	-168.70381939782092 	1.3034939548396605 	-168.70381939782092 
R07551	C15928 <=> C15932	65.18653508984576 	1.4595348763954052 	65.18653508984576 
R07552	C05435 <=> C15933	-323.05204962446413 	1.7540026012986736 	-323.05204962446413 
R07553	C15933 <=> C15935	168.90799884745098 	4.270595362970849 	168.90799884745098 
R07554	C15935 <=> C15937	-168.70381783434922 	1.3034939548396605 	-168.70381783434922 
R07555	C05435 <=> C15940	-427.39819741485513 	2.572757637714726 	-427.39819741485513 
R07556	C15940 <=> C15941	-168.70381783434922 	1.3034939548396605 	-168.70381783434922 
R07557	C15941 + 2 C00030 + 2 C00007 <=> C15942 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07558	C02094 + 2 C00138 + C00080 + C00007 <=> C08591 + 2 C00139 + C00001	-423.3421437125004 	6.865231703397971 	-406.2273061777794 
R07559	C08591 + 2 C00138 + C00080 + C00007 <=> C06098 + 2 C00139 + C00001	-423.3421437125004 	6.865231703397971 	-406.2273061777794 
R07560	C02094 + 4 C00028 <=> C15943 + 4 C00030	0.0	0.0	0.0
R07561	C08592 + 2 C00138 + C00080 + C00007 <=> C15965 + 2 C00139 + C00001	-423.3421437125004 	6.865231703397971 	-406.2273061777794 
R07562	C08592 + 2 C00138 + C00080 + C00007 <=> C15966 + 2 C00139 + C00001	-423.3421457446793 	6.865231703397971 	-406.2273082099583 
R07563	C08592 + 2 C00030 + 2 C00007 <=> C08583 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07564	C08591 + 2 C00030 + 2 C00007 <=> C15965 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07565	C08591 + 2 C00030 + 2 C00007 <=> C15966 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07566	C15965 + 2 C00030 + 2 C00007 <=> C15967 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07567	C15966 + 2 C00030 + 2 C00007 <=> C15967 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07568	C08583 + 2 C00138 + C00080 + C00007 <=> C15967 + 2 C00139 + C00001	-423.3421457446793 	6.865231703397971 	-406.2273082099583 
R07569	C15965 + 2 C00138 + C00080 + C00007 <=> C15968 + 2 C00139 + C00001	-423.3421457446793 	6.865231703397971 	-406.2273082099583 
R07570	C15966 + 2 C00138 + C00080 + C00007 <=> C15968 + 2 C00139 + C00001	-423.3421437125004 	6.865231703397971 	-406.2273061777794 
R07571	C06098 + 2 C00030 + 2 C00007 <=> C15968 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07572	C15967 + 2 C00138 + C00080 + C00007 <=> C08580 + 2 C00139 + C00001	-423.3421457350531 	6.865231703397971 	-406.2273082003321 
R07573	C15968 + 2 C00030 + 2 C00007 <=> C08580 + 2 C00028 + 3 C00001	0.0	0.0	0.0
R07574	C06098 + 2 C00029 <=> C15969 + 2 C00015	-27.138203272467006 	4.403434307210737 	-27.138203272467006 
R07575	C06082 + C00029 <=> C15970 + C00015	-0.5781893007737082 	2.7189738013943603 	-0.5781893007737082 
R07576	C15514 <=> C09707	14.028044610097465 	200000.00015087068 	14.028044610097465 
R07577	C09707 <=> C15971	65.18628743120264 	1.4595348763954052 	65.18628743120264 
R07578	C08591 <=> C15982	211.83152051403522 	3.6968390890318084 	211.83152051403522 
R07579	C15982 <=> C15983	-168.70381783434922 	1.3034939548396605 	-168.70381783434922 
R07580	C06098 <=> C15983	211.83152051403522 	3.6968390890318084 	211.83152051403522 
R07581	C15983 <=> C15984	211.8315206528738 	3.6968390890318084 	211.8315206528738 
R07582	C15989 + C00001 <=> C15988 + C00009	-16.701768879308005 	1.3289795720566429 	-33.81660641402904 
R07583	C01204 + C00001 <=> C15990 + C00009	9.481862720509884 	1.3907388148261146 	-7.632974814211149 
R07584	C01204 + C00001 <=> C15991 + C00009	9.481862720509884 	1.3907388148261146 	-7.632974814211149 
R07597	C15992 + C00001 <=> C05425	0.0	0.0	0.0
R07598	C00047 + C00007 + C00001 <=> C04076 + C00027 + C00014	-98.18875927776376 	4.780581973700726 	-115.3035968124848 
R07599	C00141 + C00068 <=> C15976 + C00011	-23.684290620199818 	3.413066129107655 	-23.684290620199818 
R07600	C15976 + C15972 <=> C15977 + C00068	0.0	0.0	0.0
R07601	C00233 + C00068 <=> C15974 + C00011	-25.638926902318616 	4.424559727794556 	-25.638926902318616 
R07602	C15974 + C15972 <=> C15975 + C00068	0.0	0.0	0.0
R07603	C00671 + C00068 <=> C15978 + C00011	-23.68417091542829 	3.413066129107655 	-23.68417091542829 
R07604	C15978 + C15972 <=> C15979 + C00068	0.0	0.0	0.0
R07605	C16675 + 2 C00006 <=> C15996 + 2 C00005 + 2 C00080	-65.04732312379093 	100000.00003260265 	-65.04732312379093 
R07606	C00073 + C00343 + C00001 <=> C15999 + C00342	0.0	0.0	0.0
R07607	C03023 + C00343 + C00001 <=> C15653 + C00342	0.0	0.0	0.0
R07608	C00073 + C00343 + C00001 <=> C15998 + C00342	0.0	0.0	0.0
R07609	G10611 + G00850 <=> G10619 + G00736	0.0	0.0	0.0
R07610	G10611 + G00388 <=> G10619 + G05309	0.0	0.0	0.0
R07611	G10611 + G05309 <=> G10619 + G00704	0.0	0.0	0.0
R07612	C16001 + C00027 <=> C16002 + 2 C00001	0.0	0.0	0.0
R07613	C00666 + C00026 <=> C03972 + C00025 + C00001	-61.83141844631326 	4.8733989708791645 	-61.83141844631326 
R07614	G10611 + G00025 <=> G10619 + G13023	0.0	0.0	0.0
R07615	G10611 + G01977 <=> G10619 + G13024	0.0	0.0	0.0
R07616	G10611 + G01941 <=> G10619 + G13025	0.0	0.0	0.0
R07617	G10609 + G00025 <=> G10619 + G11136	0.0	0.0	0.0
R07618	C15973 + C00003 <=> C15972 + C00004 + C00080	0.0	0.0	0.0
R07619	G10610 + G13027 <=> G10619 + G13026	0.0	0.0	0.0
R07620	G10617 + C02189 <=> G10622 + G13027	0.0	0.0	0.0
R07621	G10610 + G13026 <=> G10619 + G13028	0.0	0.0	0.0
R07622	G10610 + G00015 <=> G10619 + G10818	0.0	0.0	0.0
R07623	G10610 + G00015 <=> G10619 + G13030	0.0	0.0	0.0
R07624	G10610 + G10818 <=> G10619 + G13029	0.0	0.0	0.0
R07625	G10610 + G13030 <=> G10619 + G13029	0.0	0.0	0.0
R07626	C16011 + C00001 <=> C00301 + C00613	0.0	0.0	0.0
R07627	C16014 + C00001 <=> C16015	25.862665595925137 	3.4145269002616585 	25.862665595925137 
R07628	G10609 + G00031 <=> G10619 + G00032	0.0	0.0	0.0
R07629	C15607 + C00001 <=> C00383 + C00086	-38.17997146324909 	4.719672561401917 	-55.29480899797012 
R07630	C00448 <=> C16028 + C00013	-571.679455598316 	62798.58336480666 	-588.7942931330371 
R07631	C00341 + C00001 <=> C11389 + C00013	-29.847613752025516 	3.5707928597072183 	-46.96245128674655 
R07632	C00341 + C00001 <=> C11388 + C00013	-29.847613752025516 	3.5707928597072183 	-46.96245128674655 
R07633	C11537 <=> C00022 + C11481	269.09235659395154 	70710.67824446807 	251.9775190592305 
R07634	C00506 + C00001 <=> C00022 + C11481 + C00014	277.0151953759172 	70710.67825376174 	242.78552030647512 
R07635	C04248 <=> C16070 + C00641	0.0	0.0	0.0
R07636	C00016 <=> C00020 + C16071	371.5605684531411 	62798.58294527496 	354.44573091842005 
R07638	C16075 <=> C16074 + C00001	-19.420757734084557 	153595.40789205223 	-19.420757734084557 
R07639	C05754 <=> C04180	0.0	0.0	0.0
R07640	C00002 + C00046(n) + C00046(m) <=> C00020 + C00013 + C00046(n+m)	0.0	0.0	0.0
R07641	2 C00002 + C00288 + C00014 <=> 2 C00008 + C00009 + C00169	5.8185588556460175 	2.5244728407445938 	5.8185588556460175 
R07642	C00002 + C00151 + C00151 <=> C00008 + C00009 + C16116	0.0	0.0	0.0
R07643	C00002 + C00025 + C00388 <=> C07305 + C04138	0.0	0.0	0.0
R07644	6 C00002 + 3 C00196 + 3 C00065 <=> C05821 + 6 C00020 + 6 C00013	-73.70665817895184 	13.773231928596514 	-90.82149571367287 
R07646	C00002 + C00047 + C16139 <=> C00020 + C00013 + C16140	0.0	0.0	0.0
R07647	C00448 + C00001 <=> C16143 + C00013	-159.92284519542747 	9.629639634959222 	-177.0376827301485 
R07648	C00448 <=> C16142 + C00013	-199.13886914294582 	10.353487587114026 	-216.25370667766686 
R07649	C00448 <=> C16141 + C00013	-187.19123275433182 	9.711955055282735 	-204.30607028905285 
R07650	C03283 <=> C00986 + C00011	-21.9704468932242 	3.5128270410876428 	-39.08528442794523 
R07651	C00993 + C00001 <=> 2 C00133	-1.3276408650711702 	4.258017610940424 	-18.442478399792204 
R07652	2 C00448 <=> C16144 + 2 C00013	-103.50696887217411 	4.946944261450074 	-120.62180640689515 
R07653	C16144 + 3 C00016 <=> C16145 + 3 C01352	133.129490299816 	9.749492178082736 	133.129490299816 
R07654	C16145 + 3 C00030 + 3 C00007 <=> C16146 + 3 C00028 + 4 C00001	0.0	0.0	0.0
R07655	C16146 <=> C16147	-244.86826874769224 	2.2478198878642606 	-244.86826874769224 
R07656	C16147 <=> C16148	1088.6023536909122 	5.251511703880185 	1088.6023536909122 
R07657	C03203 + C00007 <=> C16149	-303.2610842280527 	7.463854457296245 	-286.1462466933317 
R07658	C00167 + C00003 <=> C16155 + C00011 + C00004 + C00080	-13.172377384463715 	3.899896135318348 	-30.28721491918475 
R07659	C16155 + C00025 <=> C16153 + C00026	33.57746572291179 	2.361332170851595 	33.57746572291179 
R07660	C00234 + C16153 <=> C00101 + C16154	3.2543884409385555 	5.523727583925627 	3.2543884409385555 
R07661	C16154 + C17556 <=> C16156 + C00015	224.10106649365628 	70710.67819134732 	224.10106649365628 
R07662	C16156 + C00001 <=> C16157 + C00058	-27.401683943785383 	5.4273726436305 	-44.51652147850642 
R07663	C06677 + C00007 <=> C01468 + C00059	-167.1157231632813 	70710.67830780079 	-167.1157231632813 
R07664	C01984 + C00061 <=> C02137 + C01847	1.5139559616475466 	3.1007975158544445 	1.5139559616475466 
R07665	C01467 + C00007 + C00004 + C00080 <=> C03351 + C00003 + C00001	-388.04112547125334 	3.5012982380744195 	-370.9262879365323 
R07666	C03067 + C00006 + C00001 <=> C00587 + C00005 + C00080	-30.561114923648233 	1.8887815060138122 	-30.561114923648233 
R07667	C03067 + C00003 + C00001 <=> C00587 + C00004 + C00080	-30.539639587859142 	1.8557107222401503 	-30.539639587859142 
R07668	C06672 + C00853 <=> C00230 + C06453	0.0	0.0	0.0
R07669	C06988 + C00001 <=> C16181 + C01327	0.0	0.0	0.0
R07670	C16181 + C00001 <=> C16182 + C01327	0.0	0.0	0.0
R07671	C04261 + C00072 <=> C00615 + C16186	0.0	0.0	0.0
R07672	C00096 <=> C15925	7.041482049727165 	3.336028837074769 	7.041482049727165 
R07673	C15925 <=> C02280	-5.193848504436573 	4.254732190141544 	-5.193848504436573 
R07674	C15926 + C00001 <=> C01825 + C00009	-22.80423142544302 	1.3907388148261146 	-39.919068960164054 
R07675	C01825 + C00003 <=> C01115 + C00004 + C00080	-12.653133356515376 	1.9854315626223387 	-12.653133356515376 
R07676	C15930 + C00006 <=> C00333 + C00005 + C00080	16.547166904087803 	1.4732159582831694 	16.547166904087803 
R07677	C16186 + C00001 <=> C14899	-3.135566500522799 	2.5837653172143074 	-3.135566500522799 
R07678	C02280 + C00009 <=> C15926 + C00035	1.4705883950728338 	4.959213534912488 	1.4705883950728338 
R07679	C00072 + 2 C00125 <=> C05422 + 2 C00126 + 2 C00080	0.0	0.0	0.0
R07680	C01115 + C00001 <=> C15930	-19.636606719716397 	2.2522497678972493 	-19.636606719716397 
R07682	C16193 + C00007 <=> C16196 + C00094	-108.1116705931417 	70710.6784008013 	-108.1116705931417 
R07683	C16194 + C00007 <=> C16196 + C00094	-108.1116705931417 	70710.6784008013 	-108.1116705931417 
R07684	C16196 + C00007 <=> C16198	-304.01839476840456 	7.463854457296245 	-286.9035572336835 
R07685	C16198 + 2 C00001 <=> C16199 + C00022	-85.39666294835712 	2.7165572515650878 	-102.51150048307815 
R07686	C16199 + C00007 <=> C00628 + C00059	-165.50247760047347 	70710.67830780079 	-165.50247760047347 
R07687	C14315 + C00007 + 2 C00080 + 2 C05359 <=> C16205	0.0	0.0	0.0
R07688	C16205 <=> C16206 + 2 C00080	-137.9096889104019 	8.928057796868956 	-137.9096889104019 
R07689	C16206 <=> C16207 + 2 C00080	7.536622101207868 	9.118114044742049 	7.536622101207868 
R07690	C16214 <=> C16215	0.0	0.0	0.0
R07691	C16212 + C00007 <=> C16214	0.0	0.0	0.0
R07692	C16210 + 2 C00001 <=> C16212 + C00022	-86.04464660980192 	2.7165572515650878 	-103.15948414452295 
R07693	C16210 <=> C16211	557.800691782816 	100000.00017950268 	557.800691782816 
R07694	C16204 <=> C16208	88.592284042063 	1.8520959774012657 	88.592284042063 
R07695	C16213 <=> C00805	-340.17663336586463 	6.171589339916931 	-340.17663336586463 
R07696	C16212 <=> C16213	172.03364311402936 	2.2277040394393293 	172.03364311402936 
R07697	C16200 + C00007 <=> C00146 + C12486	0.0	0.0	0.0
R07698	C16201 + C00007 <=> C03012 + C00094	-109.68252104036199 	70710.6784008013 	-109.68252104036199 
R07699	C16202 + C00007 <=> C03012 + C00094	-109.68252104036199 	70710.6784008013 	-109.68252104036199 
R07700	C00292 + C00007 <=> C00090 + C00014	-397.65083038748577 	4.222279307632793 	-397.65083038748577 
R07701	C16204 + C00007 <=> C16210	-301.7974672756313 	7.463854457296245 	-284.6826297409102 
R07702	C16204 + C00007 <=> C16209	-357.7866682338011 	8.40153212357344 	-340.67183069908003 
R07703	C16215 + C00003 <=> C01606 + C00004 + C00080	-29.653031398501987 	7.807501952736521 	-29.653031398501987 
R07704	C14315 + C00007 + C00004 + C00080 <=> C16203 + C00003	-328.0041719468771 	6.926118552695695 	-310.889334412156 
R07705	C16203 + C00003 <=> C16204 + C00004 + C00080	-94.29228380149885 	7.211779812709444 	-94.29228380149885 
R07706	C06813 + C00007 + C00004 + C00080 <=> C00090 + C00088 + C00003	-472.0023126389976 	100000.00018155517 	-472.0023126389976 
R07707	C11429 <=> C11430	298.398518742482 	62798.582963184424 	298.398518742482 
R07708	C11428 <=> C11430 + C00001	-84.13395511551835 	4.998381544416903 	-84.13395511551835 
R07709	C00805 + C00004 + C00007 + C00080 <=> C00628 + C00003 + C00001	-440.25176182094697 	3.6104842858046444 	-423.13692428622596 
R07710	C00805 + C00005 + C00007 + C00080 <=> C00628 + C00006 + C00001	-440.23028648515816 	3.6158996870780156 	-423.1154489504371 
R07711	C09762 + C00005 + C00080 + C00007 <=> C16232 + C00006 + C00001	-440.10776011163244 	3.6158996870780156 	-422.9929225769114 
R07712	C09762 + C00026 + C00007 <=> C12123 + C00042 + C00011 + C00001	-417.8462800998682 	100000.00060387788 	-417.8462800998682 
R07713	C16149 + C00001 <=> C03057 + C00022	15.435165071721432 	2.053447289134771 	-1.6796724629996014 
R07714	C12123 + 2 C00005 + 2 C00080 + C00007 <=> C15567 + 2 C00006 + C00001	-499.15231126936277 	100000.00055664995 	-482.0374737346417 
R07715	C16232 + C00007 + C03024 <=> C16233 + C00001 + C03161	0.0	0.0	0.0
R07716	C16233 <=> C14314	197.89705542660516 	100000.00050552585 	197.89705542660516 
R07717	C14314 <=> C14536	88.12672908397784 	1.8520959774012657 	88.12672908397784 
R07718	C14536 + C00029 <=> C16195 + C00015	7.570110011437556 	8.917873753424438 	7.570110011437556 
R07719	C16195 + C00083 <=> C16197 + C00010	-3.135148999603052 	2.1988573571126304 	-3.135148999603052 
R07720	C10208 + C00029 <=> C10216 + C00015	7.058630308231372 	8.917873753424438 	7.058630308231372 
R07721	C10216 + C00083 <=> C16191 + C00010	-3.135168825104315 	2.1988573571126304 	-3.135168825104315 
R07722	C00019 + C15567 <=> C00021 + C16190	-7.947278918216945 	100000.00009156506 	-7.947278918216945 
R07723	C16190 <=> C00858 + C00001	41.096108856868696 	100000.00050853063 	41.096108856868696 
R07724	C10208 + C00019 <=> C12125 + C00021	60.72952824715533 	100000.00045114438 	60.72952824715533 
R07725	C10208 <=> C10200	45.48221187727645 	11.702139830399032 	45.48221187727645 
R07726	C10200 <=> C10205	94.55575141584748 	100000.00007747175 	94.55575141584748 
R07727	C16234 + 2 C00005 + 2 C00080 <=> C16235 + 2 C00006 + C00001	-165.03185090743608 	141421.35626117466 	-165.03185090743608 
R07728	C03567 + C00005 + C00080 <=> C04271 + C00006 + C00001	-432.8773803842594 	62798.58302325752 	-432.8773803842594 
R07729	C00858 + C00029 <=> C10509 + C00015	7.024977087432596 	8.917873753424438 	7.024977087432596 
R07730	C16235 <=> C00632	-220.40346067992894 	100000.00008198654 	-220.40346067992894 
R07731	C10509 + C00083 <=> C16222 + C00010	-3.088444035372609 	2.1988573571126304 	-3.088444035372609 
R07732	C16222 <=> C10509	431.54182513048204 	2.1507978757451274 	431.54182513048204 
R07733	C10509 <=> C00858	237.26762918857332 	8.785689955696428 	237.26762918857332 
R07734	C16235 + 2 C00080 <=> C00108 + C00001	-174.5554108796465 	100000.00004746494 	-174.5554108796465 
R07735	C02920 <=> C16188	-25.611564849117798 	4.195874346326185 	-25.611564849117798 
R07736	C16188 <=> C16189	0.0	0.0	0.0
R07737	C00786 + C00005 + C00080 <=> C16187 + C00006	2.0549576257723245 	1.5807255676868248 	2.0549576257723245 
R07738	C16187 <=> C10503 + C00001	0.0	0.0	0.0
R07739	C10503 + C00005 + C00080 <=> C16225 + C00006	0.0	0.0	0.0
R07740	C10503 + C00029 <=> C16223 + C00015	0.0	0.0	0.0
R07741	C16223 + C00083 <=> C16224 + C00010	-3.088458600961113 	2.1988573571126304 	-3.088458600961113 
R07742	C16224 <=> C16223	431.54183969607027 	2.1507978757451274 	431.54183969607027 
R07743	C16223 <=> C10503	0.0	0.0	0.0
R07744	C01562 <=> C07593	-137.4079886457311 	118083.28484805507 	-137.4079886457311 
R07745	C01562 + C03024 + C00007 <=> C10522 + C03161 + 2 C00001	0.0	0.0	0.0
R07746	C10522 + C03024 + C00007 <=> C16226 + C03161 + C00001	0.0	0.0	0.0
R07747	C16226 + C00005 + C00080 <=> C16227 + C00006	-93.14247700478894 	100000.00049022862 	-93.14247700478894 
R07748	C16227 + C00005 + C00080 <=> C16229 + C00006 + C00001	-432.90355763485854 	62798.58302325752 	-432.90355763485854 
R07749	C16229 <=> C16230	8.356222082686685 	31399.291431176018 	8.356222082686685 
R07750	C16230 + C00019 <=> C10516 + C00021	-7.951355526891199 	100000.00009156506 	-7.951355526891199 
R07751	C16226 + C00005 + C00080 <=> C16228 + C00006	-93.14247700478894 	100000.00049022862 	-93.14247700478894 
R07752	C16228 + C00005 + C00080 <=> C10502 + C00006 + C00001	0.0	0.0	0.0
R07753	C10502 + C00029 <=> C10538 + C00015	0.0	0.0	0.0
R07754	C10538 + C00083 <=> C16231 + C00010	-3.0884586009608315 	2.1988573571126304 	-3.0884586009608315 
R07755	C16231 <=> C10538	431.5418396960701 	2.1507978757451274 	431.5418396960701 
R07756	C10538 <=> C10502	0.0	0.0	0.0
R07757	C09126 + C00083 <=> C16192 + C00010	-4.113753437363436 	2.1988573571126304 	-4.113753437363436 
R07758	C00083 + C00154 <=> C16216 + C00010 + C00011	15.499999331397461 	3.6830432063452636 	-1.614838203323572 
R07759	C16216 + C00005 + C00080 <=> C16217 + C00006	-18.254253204203643 	1.008527219367549 	-18.254253204203643 
R07760	C16217 <=> C16218 + C00001	-1.0616700100232348 	1.4822469097795814 	-1.0616700100232348 
R07761	C16218 + C00005 + C00080 <=> C00412 + C00006	-59.474280147340814 	1.4012785824769864 	-59.474280147340814 
R07762	C05764 + C01209 <=> C16219 + C00229 + C00011	0.0	0.0	0.0
R07763	C16219 + C00005 + C00080 <=> C16220 + C00006	0.0	0.0	0.0
R07764	C16220 <=> C16221 + C00001	0.0	0.0	0.0
R07765	C16221 + C00004 + C00080 <=> C04088 + C00003	0.0	0.0	0.0
R07766	C05752 + C16240 <=> C16236 + C00229	0.0	0.0	0.0
R07767	C16236 + 2 C17023 + 2 C00019 <=> C16237 + 2 C00073 + 2 C05198	0.0	0.0	0.0
R07768	C05752 + 2 C17023 + 2 C00019 <=> C16239 + 2 C00073 + 2 C05198	0.0	0.0	0.0
R07769	C16239 + C16240 <=> C16237 + C00229	0.0	0.0	0.0
R07770	C00002 + C16241 <=> C00013 + C16238	1165.445003099238 	100000.00004990981 	1165.445003099238 
R07771	C16238 + C16240 <=> C16237 + C00020	0.0	0.0	0.0
R07772	C16242 + C00001 <=> C16243 + C00084	0.0	0.0	0.0
R07773	C16243 + C00019 <=> C11542 + C00021	0.0	0.0	0.0
R07774	C11543 + C00019 <=> C16244 + C00021 + C00011	0.0	0.0	0.0
R07775	C16244 + C00019 <=> C11545 + C00021	0.0	0.0	0.0
R07776	C00814 + C03024 + C00007 <=> C10520 + C03161 + C00001	0.0	0.0	0.0
R07777	C09762 + C00007 + C03024 <=> C15567 + C00001 + C03161	0.0	0.0	0.0
R07778	C00509 + C00007 + C03024 <=> C12631 + C00001 + C03161	0.0	0.0	0.0
