KEGGID	DeltaG0Prime	DeltaGUncertainty	DeltaGmPrime
R00892	2 C00097 + C00003 <=> C00491 + C00080 + C00004	-6.48863553921575 	6.71922567088861 	10.626201995505284 
R00893	C00097 + C00007 <=> C00606	-83.62420436276179 	100000.00011198325 	-66.50936682804075 
R00894	C00002 + C00025 + C00097 <=> C00008 + C00009 + C00669	-30.903468869314523 	4.943271865417857 	-30.903468869314523 
R00895	C00097 + C00026 <=> C00957 + C00025	-17.594093087064078 	4.71343801063473 	-17.594093087064078 
R00896	C00097 + C00026 <=> C00957 + C00302	-17.594093087064078 	4.71343801063473 	-17.594093087064078 
R00897	C00979 + C00283 <=> C00097 + C00033	-49.3273131437724 	5.349186339605969 	-49.3273131437724 
R00899	C01419 + C00001 <=> C00097 + C00037	6.593670774730316 	4.916251639120388 	-10.521166759990717 
R00900	C00097 + C00051 + C00006 <=> C05526 + C00005	8.479074420941686 	4.394015642614285 	25.59391195566272 
R00901	C00097 + C00094 <=> C00283 + C00506	-280.46528860755666 	70710.67837169478 	-280.46528860755666 
R00903	C00097 <=> C00793	-8.826123396235857 	4.390533005132068 	-8.826123396235857 
R00904	C05665 + C00003 + C00001 <=> C00099 + C00004 + C00080	-41.27499263440296 	6.072567596319302 	-41.27499263440296 
R00905	C02642 + C00001 <=> C00099 + C00011 + C00014	-60.3835126253895 	7.097701858063939 	-94.61318769483157 
R00906	C02207 + C00003 + C00001 <=> C00099 + C00022 + C00004 + C00080	30.65719406490598 	6.545834840588385 	13.542356530184946 
R00907	C00041 + C00222 <=> C00022 + C00099	4.065901695176987 	2.994372947220882 	4.065901695176987 
R00908	C00099 + C00026 <=> C00222 + C00025	-3.7163785109071616 	3.0431298306216052 	-3.7163785109071616 
R00909	C01073 + C00001 <=> C00033 + C00099	-14.689424759837758 	5.693741400373101 	-31.80426229455879 
R00910	C00002 + C00047 + C00099 <=> C00008 + C00009 + C05341	-25.23285660102659 	5.848756779099908 	-25.23285660102659 
R00911	C05341 + C00001 <=> C00099 + C00047	-0.5378423556847718 	5.843048526646104 	-17.652679890405807 
R00912	C00002 + C00062 + C00099 <=> C00008 + C00009 + C05340	-0.4263150895796386 	7.618468345599182 	-0.4263150895796386 
R00913	C03065 + C00001 <=> C00099 + C00086	-70.86313265651239 	7.606261283504233 	-87.97797019123342 
R00914	C00099 <=> C02335	-1606.4807335147593 	9.549125689335233 	-1606.4807335147593 
R00915	C00099 <=> C03722	-311.32765672327287 	6.076266756414803 	-311.32765672327287 
R00916	C00099 <=> C05669	0.0	0.0	0.0
R00917	C00099 + C00014 <=> C05670 + 2 C00001	-60.95790746168482 	100000.00018430565 	-43.843069926963786 
R00918	C00100 + 6 C00683 + 6 C00005 + 6 C00080 <=> C03240 + 7 C00010 + 6 C00011 + C00001 + 6 C00006	-147.9548750097009 	33.92106777222827 	-267.7587377527481 
R00919	C00100 + C00006 <=> C00894 + C00005 + C00080	59.24644159122955 	3.3720557091533143 	59.24644159122955 
R00920	C00002 + C00163 + C00010 <=> C00008 + C00009 + C00100	15.593855302919705 	3.0120632946818495 	15.593855302919705 
R00921	C00100 + C00009 <=> C02876 + C00010	18.88780939774698 	3.3435085707717276 	18.88780939774698 
R00922	C00349 + C00010 + C00003 <=> C00100 + C00011 + C00004 + C00080	-28.906343850583056 	4.3941506534942345 	-28.906343850583056 
R00923	C00683 <=> C00100 + C00011	-17.714799145010986 	6.062120120563561 	-34.82963667973202 
R00925	C00002 + C00163 + C00010 <=> C00020 + C00013 + C00100	6.080264338195619 	2.9943729472208624 	6.080264338195619 
R00926	C05983 + C00010 <=> C00020 + C00100	-867.0255444620453 	4.465411200379116 	-867.0255444620453 
R00927	C00100 + C00024 <=> C00010 + C03344	29.09288611460984 	2.8749966761982995 	29.09288611460984 
R00928	C00024 + C00163 <=> C00033 + C00100	11.017880522733913 	3.0227318988186616 	11.017880522733913 
R00930	C00683 + C00022 <=> C00100 + C00036	-1.2005122341194934 	5.364960628597572 	-1.2005122341194934 
R00931	C02225 + C00010 <=> C00100 + C00036 + C00001	40.43501652764756 	3.393747073380893 	40.43501652764756 
R00932	C02630 + C00010 <=> C00100 + C00001 + C00048	38.22562000892076 	3.577834106317117 	38.22562000892076 
R00934	C00100 + C00048 <=> C06027	-16.83020761391225 	3.0740355365015164 	0.2846299208087828 
R00935	C06002 + C00010 + C00003 <=> C00100 + C00011 + C00004 + C00080	-28.49167798238605 	4.260955933933175 	-28.49167798238605 
R00936	C00101 + C00003 <=> C00415 + C00004 + C00080	25.543747248868293 	1.1825772914428416 	25.543747248868293 
R00937	C00101 + 2 C00003 <=> C00504 + 2 C00004 + 2 C00080	43.59826096392612 	3.815787004330791 	43.59826096392612 
R00939	C00101 + C00006 <=> C00415 + C00005 + C00080	25.522271913079642 	1.1317664216410954 	25.522271913079642 
R00940	C00101 + 2 C00006 <=> C00504 + 2 C00005 + 2 C00080	43.55531029234939 	3.753645079039107 	43.55531029234939 
R00941	C00234 + C00006 + C00001 <=> C00101 + C00011 + C00005 + C00080	-36.49816187947807 	3.592431358453069 	-53.6129994141991 
R00942	C00002 + C00101 + C00025 <=> C00008 + C00009 + C09332	-232.21184331286497 	4.402974744389462 	-232.21184331286497 
R00943	C00101 + C00058 + C00002 <=> C00008 + C00009 + C00234	-4.022041491282158 	1.9766285870770492 	-4.022041491282158 
R00944	C00234 + C00001 <=> C00058 + C00101	-21.748657465429318 	1.9994278034715562 	-38.86349500015035 
R00945	C00143 + C00037 + C00001 <=> C00101 + C00065	6.520458629148791 	1.2704607441236606 	6.520458629148791 
R00946	C00440 + C00155 <=> C00101 + C00073	-9.294069034709626 	5.27181748266863 	-9.294069034709626 
R00947	C00103 + C00001 <=> C00267 + C00009	-14.574340082618363 	1.450391684114844 	-31.689177617339396 
R00948	C00002 + C00103 <=> C00013 + C00498	-7.669737802232177 	1.3865698300845348 	-7.669737802232177 
R00949	C00002 + C00103 <=> C00008 + C01231	-17.09013102668704 	3.158733277276041 	-17.09013102668704 
R00951	C00498 + C00001 <=> C00020 + C00103	-27.61455211920324 	1.3894037676263058 	-44.72938965392427 
R00952	C00185 + C00009 <=> C00103 + C00031	3.422759025353789 	1.7288020271320998 	3.422759025353789 
R00953	C02048 + C00009 <=> C00031 + C00103	2.376239616341754 	2.99437294722086 	2.376239616341754 
R00954	C00044 + C00103 <=> C00013 + C00394	2.093570255946293 	2.994372653120246 	2.093570255946293 
R00955	C00029 + C00446 <=> C00103 + C00052	-0.8885933655611508 	1.2933584072491917 	-0.8885933655611508 
R00956	C00063 + C00103 <=> C00013 + C00501	-0.670885878174242 	2.117341416381418 	-0.670885878174242 
R00957	2 C00103 + C00001 <=> C00208 + 2 C00009	-18.21032933624414 	1.9219859027647788 	-35.32516687096518 
R00959	C00103 <=> C00668	0.052894749835507765 	2.105094983573675 	0.052894749835507765 
R00960	2 C00103 <=> C01231 + C00031	-7.732253468205173 	3.424781467045468 	-7.732253468205173 
R00961	C00104 + C00001 <=> C00130 + C00009	5.498188385564887 	3.3501602137004647 	-11.616649149156146 
R00962	C00081 + C00475 <=> C00104 + C00055	-14.8183877674103 	3.179403009751108 	-14.8183877674103 
R00963	C00105 + C00001 <=> C00299 + C00009	-8.398160067898077 	4.219413559720195 	-25.51299760261911 
R00964	C00002 + C00299 <=> C00008 + C00105	-17.37253888881333 	4.223594148083311 	-17.37253888881333 
R00965	C01103 <=> C00105 + C00011	-25.159296463467925 	8.695428890709389 	-42.27413399818896 
R00966	C00105 + C00013 <=> C00106 + C00119	14.0525786776033 	4.438419934054761 	14.0525786776033 
R00967	C00075 + C00299 <=> C00015 + C00105	-14.692776976077162 	4.92357871905199 	-14.692776976077162 
R00968	C00044 + C00299 <=> C00035 + C00105	-14.96069223268276 	4.431104934108724 	-14.96069223268276 
R00969	C06198 + C00001 <=> C00075 + C00105	-34.241013530587125 	6.111531508621822 	-51.35585106530816 
R00970	C00081 + C00299 <=> C00104 + C00105	-20.98992845926692 	4.467146861164551 	-20.98992845926692 
R00973	C03030 <=> C00106 + C00011	-20.124262765002335 	3.88959681184131 	-37.23910029972337 
R00974	C00380 + C00001 <=> C00106 + C00014	-30.35963788322878 	2.4338010332315383 	-47.47447541794981 
R00975	C00429 + C00007 <=> C00106 + C00027	-131.6172727566315 	5.63568949177419 	-131.6172727566315 
R00976	C00106 + C00028 + C00001 <=> C00813 + C00030	0.0	0.0	0.0
R00977	C00429 + C00003 <=> C00106 + C00004 + C00080	1.1312334789509038 	3.815503843635464 	1.1312334789509038 
R00978	C00429 + C00006 <=> C00106 + C00005 + C00080	1.1097581431623098 	3.824771965358207 	1.1097581431623098 
R00980	C00108 + C00007 + C00005 + C00080 <=> C00196 + C00014 + C00006	-461.46408001793134 	4.233897907139791 	-461.46408001793134 
R00982	C00002 + C00108 + C00010 <=> C00020 + C00013 + C02247	-11.017637666363207 	1.4792071420053012 	-11.017637666363207 
R00983	C02775 + C00007 <=> C00108 + C00011	-452.2573704977784 	7.894167921763277 	-452.2573704977784 
R00984	C00019 + C00108 <=> C00021 + C03005	9.504244846737272 	100000.00014085499 	9.504244846737272 
R00985	C00251 + C00014 <=> C00108 + C00022 + C00001	-99.48356811394616 	6.96178420289233 	-99.48356811394616 
R00986	C00251 + C00064 <=> C00108 + C00022 + C00025	-111.27767688587814 	7.018143551916372 	-128.39251442059918 
R00987	C00328 + C00001 <=> C00108 + C00041	-50.839046261804285 	2.122458556993334 	-67.95388379652532 
R00988	C05653 + C00001 <=> C00058 + C00108	-31.046948946605 	5.431981815414049 	-48.16178648132603 
R00989	C00083 + C00108 <=> C00010 + C03147	-19.29851559048582 	3.1932711843764694 	-19.29851559048582 
R00990	C00108 <=> C00292 + C00011	-11.000189548880137 	3.3695014929100777 	-28.11502708360117 
R00991	C00108 <=> C05835	-148.38741797797297 	5.279961672957988 	-148.38741797797297 
R00993	C00109 + C00009 + C00007 <=> C02876 + C00011 + C00027	-131.01010791533457 	6.440609254698086 	-131.01010791533457 
R00994	C00109 + C00011 + C00004 + C00080 <=> C06032 + C00003	2.7883260855865317 	4.782492686646763 	19.903163620307566 
R00995	C06030 <=> C00109 + C00011	-21.074749558999933 	4.899738772857151 	-38.18958709372097 
R00996	C00188 <=> C00109 + C00014	-24.802702292805684 	4.244299997822099 	-41.91753982752672 
R00997	C01234 + C00001 <=> C00109 + C00014	26.601986887884753 	5.4852461483415516 	9.48714935316372 
R00998	C02488 + C00010 <=> C00024 + C00001 + C00109	21.41948187305733 	3.9095199346242113 	21.41948187305733 
R00999	C01118 + C00001 <=> C00109 + C00042 + C00014	-58.71034673954283 	4.7790735603738295 	-92.9400218089849 
R01000	C05984 + C00003 <=> C00109 + C00004 + C00080	18.601377066529714 	1.7288020271321005 	18.601377066529714 
R01001	C02291 + C00001 <=> C00097 + C00014 + C00109	2.1052487841687015 	6.220695760652205 	-32.124426285273366 
R01003	C00110 + C00001 <=> C00381 + C00009	-13.681589318352785 	1.2486619433843829 	-30.796426853073818 
R01004	C00621 + C00001 <=> C00110 + C00009	-26.780816151875754 	1.300504256157499 	-43.89565368659679 
R01005	C00029 + C00110 <=> C00015 + C01246	226.83248142924216 	70710.67820769791 	226.83248142924216 
R01006	C01246 + C00001 <=> C00110 + C00031	-252.77908956271156 	70710.67819570887 	-269.8939270974326 
R01007	C00043 + C00110 <=> C00105 + C04500	2.7539195869650355 	5.058075395495001 	2.7539195869650355 
R01008	C00043 + C21212 <=> C00015 + C04678	222.9903544612256 	70710.67826607144 	222.9903544612256 
R01009	C00096 + C00110 <=> C00035 + C03862	231.4545987620213 	70710.67829343969 	231.4545987620213 
R01010	C00111 + C00001 <=> C00184 + C00009	-12.541375078164469 	2.219846163871687 	-29.656212612885504 
R01011	C00002 + C00184 <=> C00008 + C00111	-13.22932387854668 	2.216337430338021 	-13.22932387854668 
R01012	C00074 + C00184 <=> C00022 + C00111	-40.522202255248466 	2.257673526382781 	-40.522202255248466 
R01013	C00040 + C00111 <=> C00010 + C03372	0.0	0.0	0.0
R01014	C03394 <=> C00111 + C00067	19.371197014609894 	2.9943729472208624 	2.256359479888861 
R01015	C00118 <=> C00111	-5.4592828310842085 	0.5603627837207075 	-5.4592828310842085 
R01016	C00111 <=> C00546 + C00009	-58.967180963425285 	1.9339166908806609 	-76.08201849814631 
R01018	C00063 + C00381 <=> C00112 + C00110	-10.865783726091337 	2.3282730273727257 	-10.865783726091337 
R01019	C00113 + C00084 + C00001 <=> C01359 + C00033	-116.56970067714667 	6.326196112072473 	-116.56970067714667 
R01021	C00002 + C00114 <=> C00008 + C00588	-16.19961487937865 	0.5219055472398986 	-16.19961487937865 
R01022	C00114 + C00007 <=> C00576 + C00027	-115.26580066072195 	4.385127851651488 	-115.26580066072195 
R01023	C00024 + C00114 <=> C00010 + C01996	-8.92301392324227 	1.0136332156990349 	-8.92301392324227 
R01025	C00114 + C00028 <=> C00576 + C00030	0.0	0.0	0.0
R01026	C01996 + C00001 <=> C00114 + C00033	-21.423659813655007 	1.058794861585695 	-38.53849734837604 
R01027	C00053 + C00114 <=> C00054 + C00919	0.0	0.0	0.0
R01028	C00919 + C00001 <=> C00114 + C00059	0.0	0.0	0.0
R01029	C01777 + C00001 <=> C00114 + C00060	0.0	0.0	0.0
R01030	C00670 + C00001 <=> C00114 + C00093	-249.62181362239585 	70710.67819075599 	-266.73665115711685 
R01031	C02634 + C00001 <=> C00022 + C01327 + C00014	0.0	0.0	0.0
R01032	C00698 + C00022 + C00014 <=> C02635 + C00001	0.0	0.0	0.0
R01033	C02357 + C00007 + C00004 <=> C00698 + C00090 + C00003 + C00011	0.0	0.0	0.0
R01034	C00116 + C00003 <=> C00184 + C00004 + C00080	23.969341650174464 	1.8437270132914 	23.969341650174464 
R01036	C00116 + C00003 <=> C00577 + C00004 + C00080	38.969242792609144 	2.0493382203815487 	38.969242792609144 
R01039	C00116 + C00006 <=> C00184 + C00005 + C00080	23.947866314385585 	1.866137855074451 	23.947866314385585 
R01041	C00116 + C00006 <=> C00577 + C00005 + C00080	38.94776745682021 	2.0466239380905793 	38.94776745682021 
R01043	C02979 + C00001 <=> C00116 + C00009	-25.666218670769332 	2.430455347175677 	-42.781056205490366 
R01044	C00013 + C00116 <=> C00009 + C00623	5.077830167363629 	2.3742736396750432 	5.077830167363629 
R01045	C00116 + C00028 <=> C00184 + C00030	0.0	0.0	0.0
R01047	C00116 <=> C00969 + C00001	-34.70472362375136 	2.170244268875133 	-34.70472362375136 
R01049	C00002 + C00117 <=> C00020 + C00119	-1.6600603005509527 	1.4812316645899437 	-1.6600603005509527 
R01050	C00002 + C00117 <=> C00008 + C01151	-11.0552437362959 	2.4456389865340586 	-11.0552437362959 
R01051	C00002 + C00121 <=> C00008 + C00117	-24.42666338081112 	1.7728246974673756 	-24.42666338081112 
R01052	C00008 + C00117 <=> C00009 + C00301	-3.479037804489859 	3.7977929625401323 	-3.479037804489859 
R01053	C00002 + C00117 + C00014 <=> C00008 + C00009 + C03090	-33.30048786839897 	2.3374355435891667 	-33.30048786839897 
R01054	C00301 + C00001 <=> C00020 + C00117	-20.520696197747355 	3.8062916022401754 	-37.63553373246839 
R01055	C00106 + C00117 <=> C01168 + C00001	-36.55268134217126 	2.640949554082347 	-19.43784380745023 
R01056	C00117 <=> C00199	1.9516131315191614 	0.7810079608159878 	1.9516131315191614 
R01057	C00620 <=> C00117	-11.707682375110785 	1.5498334841000827 	-11.707682375110785 
R01058	C00118 + C00006 + C00001 <=> C00197 + C00005 + C00080	-39.05134222779759 	0.5477723454072325 	-39.05134222779759 
R01059	C00002 + C00577 <=> C00008 + C00118	-22.769942189896817 	1.4691935293355742 	-22.769942189896817 
R01061	C00118 + C00009 + C00003 <=> C00236 + C00004 + C00080	5.265404637713637 	0.4142735606941428 	22.38024217243467 
R01063	C00118 + C00009 + C00006 <=> C00236 + C00005 + C00080	5.243929301924531 	0.5351440493250506 	22.358766836645565 
R01064	C01286 <=> C00022 + C00118	13.924489431703064 	2.9943729472208527 	-3.1903481030179694 
R01066	C00673 <=> C00118 + C00084	20.152412770791766 	1.5387978570896952 	3.037575236070733 
R01067	C00085 + C00118 <=> C00279 + C00231	10.03457726793909 	1.9622926427294436 	10.03457726793909 
R01068	C00354 <=> C00111 + C00118	21.47006938954983 	0.5403189384860394 	4.355231854828798 
R01069	C03785 <=> C00111 + C00118	20.004963823507847 	2.303764930013309 	2.8901262887868135 
R01070	C05378 <=> C00111 + C00118	20.004963823507847 	2.303764930013309 	2.8901262887868135 
R01071	C02739 + C00013 <=> C00002 + C00119	0.0	0.0	0.0
R01072	C03090 + C00013 + C00025 <=> C00064 + C00119 + C00001	52.94812730450417 	2.670553974669514 	70.0629648392252 
R01073	C04302 + C00013 <=> C00108 + C00119	58.6315899210399 	3.5033712618934936 	58.6315899210399 
R01074	C00002 + C00120 <=> C00013 + C05921	1165.442517987655 	100000.00004990981 	1165.442517987655 
R01075	C00002 + C00120 + C00010 <=> C00020 + C00013 + C01894	-11.026390440423214 	1.4792071420053012 	-11.026390440423214 
R01076	C01893 + C00001 <=> C00120 + C00014	-12.388709924363953 	2.2678394140017435 	-29.503547459084984 
R01077	C05552 + C00001 <=> C00120 + C00047	5.275049051022412 	2.1846131751710507 	-11.839788483698621 
R01078	C01909 + C17023 + 2 C00019 + 2 C05359 + 2 C00080 <=> C00120 + 2 C00073 + 2 C05198	0.0	0.0	0.0
R01079	C00121 + C00006 + C00001 <=> C01685 + C00005 + C00080	-49.92700396421729 	2.115352583281035 	-49.92700396421729 
R01080	C00299 + C00001 <=> C00106 + C00121	-12.51752645128347 	2.2319071740712983 	-29.632363986004503 
R01081	C00121 <=> C00309	2.7404723795089265 	0.852738479423314 	2.7404723795089265 
R01082	C00149 <=> C00122 + C00001	3.435115174712318 	0.2841747624992923 	3.435115174712318 
R01083	C03794 <=> C00122 + C00020	11.674199347987283 	1.4063254416228055 	-5.44063818673375 
R01085	C02514 + C00001 <=> C00122 + C00022	-41.030668316802945 	3.4818316179156503 	-58.14550585152398 
R01086	C03406 <=> C00122 + C00062	11.65535219314682 	2.994372947220975 	-5.459485341574213 
R01087	C01384 <=> C00122	-6.396037678539691 	3.2300921147465065 	-6.396037678539691 
R01088	C00123 + C00001 + C00003 <=> C00233 + C00014 + C00004 + C00080	36.75127999435896 	1.6178138478168569 	19.636442459637927 
R01089	C00024 + C00123 <=> C00010 + C02710	-15.351211188039692 	3.520953452051475 	-15.351211188039692 
R01090	C00123 + C00026 <=> C00233 + C00025	0.2905241116939199 	1.6106406434008216 	0.2905241116939199 
R01091	C00123 <=> C02486	7.116607691112412 	2.948451748957927 	7.116607691112412 
R01092	C00002 + C00984 <=> C00008 + C00446	-12.379156444481644 	1.5448267148436574 	-12.379156444481644 
R01093	C00124 + C00004 + C00080 <=> C01697 + C00003	-17.604238676227652 	2.4768245017518193 	-17.604238676227652 
R01094	C00124 + C00003 <=> C03383 + C00004 + C00080	-15.58202952862657 	1.3708073780078656 	-15.58202952862657 
R01095	C00124 + C00005 + C00080 <=> C01697 + C00006	-17.582763340438916 	2.491897540685821 	-17.582763340438916 
R01096	C00124 + C00006 <=> C02669 + C00005 + C00080	-21.021025761116142 	2.4616242395945105 	-21.021025761116142 
R01097	C00124 + C00006 <=> C03383 + C00005 + C00080	-15.603504864415214 	1.4090814852513154 	-15.603504864415214 
R01098	C00124 + C00007 + C00001 <=> C00880 + C00027	-170.16920181302427 	4.779843159511989 	-170.16920181302427 
R01099	C00124 + C00007 <=> C03269 + C00027	-113.78462314208144 	4.68806032036117 	-113.78462314208144 
R01100	C00243 + C00001 <=> C00031 + C00124	-10.92379504479195 	1.0765535983762369 	-28.038632579512985 
R01101	C05402 + C00001 <=> C00124 + C00031	-10.769962267520851 	1.7288020271320972 	-27.884799802241886 
R01103	C00492 + C00001 <=> C00124 + C00089	2.4648440716020557 	4.383201223714689 	-14.649993463118978 
R01104	C05401 + C00001 <=> C00124 + C00116	-2.276425946600887 	3.0516528012109445 	-19.39126348132192 
R01105	C05796 + C00001 <=> C00124 + C05796	-263.2697775926543 	1.5064732852490457 	-280.38461512737535 
R01106	2 C00125 + C00088 + C00001 <=> C00244 + 2 C00126 + 2 C00080	0.0	0.0	0.0
R01108	C05422 + 2 C00051 <=> C00127 + C00072	17.31418576915264 	1.76851383133913 	34.42902330387368 
R01109	C01420 + 2 C00051 <=> C00127 + 2 C00736	17.389895471263852 	8.700242168857917 	17.389895471263852 
R01110	C20788 + 2 C00051 <=> C00127 + 2 C05330	-0.2715324765787559 	2.239324699473397 	-0.2715324765787559 
R01111	C00010 + C00127 <=> C00920 + C00051	-0.8591224847660666 	2.994372947220852 	-0.8591224847660666 
R01113	C00491 + 2 C00051 <=> C00127 + 2 C00097	21.79845651379031 	6.769693187395059 	21.79845651379031 
R01115	C00128 + 2 C00999 + C00007 + 2 C00080 <=> C03691 + 2 C00996 + C00001	0.0	0.0	0.0
R01117	C00063 + C00270 <=> C00013 + C00128	227.27557307580145 	70710.67825749489 	227.27557307580145 
R01119	C00128 <=> C04799	0.0	0.0	0.0
R01120	C00128 <=> C05005	0.0	0.0	0.0
R01121	C00002 + C01143 <=> C00008 + C00009 + C00129 + C00011	-32.65513355403108 	4.0580551180794355 	-66.88480862347315 
R01122	C00235 + C00066 <=> C00013 + C04432	0.0	0.0	0.0
R01123	C00129 <=> C00235	-4.905497137441536 	2.9943729472208656 	-4.905497137441536 
R01126	C00130 + C00001 <=> C00294 + C00009	-5.4058956627320125 	1.900558072787078 	-22.520733197453048 
R01127	C00130 + C00001 <=> C04734	19.413556242925488 	5.438126747089546 	19.413556242925488 
R01128	C00130 + C00001 <=> C00262 + C00117	-8.062271360188545 	1.950593005283412 	-25.17710889490958 
R01130	C00130 + C00003 + C00001 <=> C00655 + C00004 + C00080	22.21777143814269 	3.8694989967057425 	22.21777143814269 
R01131	C00002 + C00294 <=> C00008 + C00130	-20.364803293979143 	1.9122007550471478 	-20.364803293979143 
R01132	C00130 + C00013 <=> C00262 + C00119	25.561958260696116 	1.611031862501304 	25.561958260696116 
R01134	C00130 + C00014 + C00006 <=> C00144 + C00005 + C00080	-265.2710811280694 	67656.96443932391 	-248.15624359334836 
R01135	C00044 + C00130 + C00049 <=> C00035 + C00009 + C03794	9.718185967898563 	2.17835092697267 	9.718185967898563 
R01137	C00002 + C00206 <=> C00008 + C00131	2.9850680392552165 	1.4768921742040386 	2.9850680392552165 
R01138	C00131 + C00022 <=> C00206 + C00074	24.30781033744654 	1.533088467904531 	24.30781033744654 
R01139	C00131 + C00031 <=> C00206 + C00092	-19.734855467493865 	1.5102675445971512 	-19.734855467493865 
R01140	C00131 + C00095 <=> C00206 + C00085	-17.119193941699017 	1.5460035018071348 	-17.119193941699017 
R01142	C01438 + C00007 + C00004 + C00080 <=> C00132 + C00003 + C00001	-378.237481587278 	5.2365043000662315 	-361.122644052557 
R01143	C01438 + C00007 + C00005 + C00080 <=> C00132 + C00006 + C00001	-378.21600625148983 	5.240239598871457 	-361.1011687167688 
R01144	C03716 + C00001 <=> C00036 + C00132	1.1035675848098663 	3.9665764192973145 	-16.011269949911167 
R01145	C02704 + C00001 <=> C00132 + C00059	173.53627205159555 	70710.67830057102 	156.4214345168745 
R01146	C00132 + 2 C18233 <=> C00067 + 2 C18234 + 2 C00080	0.0	0.0	0.0
R01147	C00647 + C00022 <=> C00018 + C00133	-2.9436595965792383 	2.208305314170625 	-2.9436595965792383 
R01148	C00133 + C00026 <=> C00022 + C00217	0.9128656496633583 	2.1936357131282627 	0.9128656496633583 
R01149	C00133 + C00064 <=> C00014 + C03738	-5.6666167136505114 	3.6278218061815894 	-5.6666167136505114 
R01150	C00002 + 2 C00133 <=> C00008 + C00009 + C00993	-24.443058091639863 	4.216918873099178 	-24.443058091639863 
R01151	C00134 + C00007 + C00001 <=> C00555 + C00014 + C00027	-93.97210927367863 	4.628691259089796 	-111.08694680839966 
R01152	C00436 + C00001 <=> C00134 + C00011 + C00014	-55.8580325481293 	4.542210248069028 	-90.08770761757137 
R01153	C00019 + C00134 <=> C00021 + C02723	19.723754656950177 	100000.00017441012 	19.723754656950177 
R01154	C00024 + C00134 <=> C00010 + C02714	-20.167899731200457 	1.7841549831370849 	-20.167899731200457 
R01155	C00134 + C00026 <=> C00555 + C00025	2.3156410792388913 	1.9162509996720736 	2.3156410792388913 
R01156	C02714 + C00001 <=> C00033 + C00134	-10.178774005696695 	1.822414465837686 	-27.29361154041773 
R01157	C00179 + C00001 <=> C00134 + C00086	-63.907671857912106 	5.367226891489047 	-81.02250939263314 
R01158	C00860 + 2 C00003 + C00001 <=> C00135 + 2 C00004 + 2 C00080	-7.548799440486434 	2.2177637341064322 	-7.548799440486434 
R01159	C00135 + C00019 <=> C01152 + C00021	34.91870222810998 	100000.0001145833 	34.91870222810998 
R01160	C00024 + C00135 <=> C00010 + C02997	-28.430068968003205 	2.19815173036368 	-28.430068968003205 
R01161	C00135 + C00026 <=> C03277 + C00025	-14.841843658646141 	1.6228030523406944 	-14.841843658646141 
R01163	C01929 + C00001 + C00003 <=> C00135 + C00004 + C00080	-27.547720686690198 	1.9289479012308894 	-27.547720686690198 
R01164	C00002 + C00135 + C00099 <=> C00008 + C00009 + C00386	-29.086775881081635 	6.053551259870581 	-29.086775881081635 
R01166	C00386 + C00001 <=> C00099 + C00135	3.3160769243703037 	6.049244105797447 	-13.79876061035073 
R01167	C00135 <=> C00388 + C00011	-27.682443574491536 	3.5974439393435005 	-44.79728110921257 
R01168	C00135 <=> C00785 + C00014	4.691960542596487 	1.0586707081907063 	-12.422876992124547 
R01169	C00135 + 3 C00019 + C00080 <=> C05575 + 3 C00021	32.77169611823284 	308220.7004522503 	32.77169611823284 
R01171	C00136 + C00003 <=> C00877 + C00004 + C00080	54.999894365760085 	2.7029899500849504 	54.999894365760085 
R01172	C01412 + C00010 + C00003 <=> C00136 + C00004 + C00080	-8.340776508935498 	2.894392663165876 	8.774061025785535 
R01173	C01412 + C00010 + C00006 <=> C00136 + C00005 + C00080	-8.362251844724149 	2.8973187021774844 	8.752585689996884 
R01174	C00136 + C00009 <=> C00010 + C02527	21.58564093009396 	1.7943459924666376 	21.58564093009396 
R01175	C00136 + C00016 <=> C01352 + C00877	39.881232275714545 	3.9887502734626126 	39.881232275714545 
R01176	C00002 + C00246 + C00010 <=> C00020 + C00013 + C00136	-0.5606162731288791 	3.3356577687009015 	-0.5606162731288791 
R01177	C00024 + C00136 <=> C00010 + C05269	30.849430741926056 	1.944922965205112 	30.849430741926056 
R01178	C20675 + C04253 <=> C20676 + C04570	0.0	0.0	0.0
R01179	C00136 + C00033 <=> C00246 + C00024	-4.376999911409247 	3.3292225724998694 	-4.376999911409247 
R01180	C01989 + C00010 <=> C00136 + C00001 + C00048	33.55877509286218 	2.4648555796977174 	33.55877509286218 
R01181	C00630 <=> C00136	-1.9848247885427224 	0.9286631946685456 	-1.9848247885427224 
R01183	C00137 + C00003 <=> C00691 + C00004 + C00080	-2.679735239017546 	1.6549958002259462 	-2.679735239017546 
R01184	C00137 + C00007 <=> C00191 + C00001	-414.871280982498 	6.4900030017826 	-397.756443447777 
R01185	C01177 + C00001 <=> C00137 + C00009	-21.480661784558112 	1.418823778822901 	-38.59549931927914 
R01186	C03546 + C00001 <=> C00137 + C00009	-21.480661784558112 	1.418823778822901 	-38.59549931927914 
R01187	C04006 + C00001 <=> C00137 + C00009	-21.480661784558112 	1.418823778822901 	-38.59549931927914 
R01188	C00019 + C00137 <=> C00021 + C03659	38.77132852144771 	100000.00011715532 	38.77132852144771 
R01189	C00019 + C00137 <=> C00021 + C03660	38.77132852144771 	100000.00011715532 	38.77132852144771 
R01190	C00019 + C00137 <=> C00021 + C06352	38.77132852144771 	100000.00011715532 	38.77132852144771 
