446	780	1	1
446	44	1	1
446	107	1	1
106	780	1	1
106	44	1	1
106	107	1	1
83	726	2	1
547	404	3	1
406	544	4	1
204	243	5	1
97	243	5	1
700	701	6	1
700	19	6	1
701	700	7	1
19	700	7	1
696	697	8	1
696	19	8	1
510	731	9	1
510	22	9	1
23	731	9	1
23	22	9	1
731	510	10	1
22	510	10	1
731	23	10	1
22	23	10	1
441	8	11	1
441	486	11	1
8	441	12	1
486	441	12	1
442	260	13	1
442	95	13	1
442	643	14	1
442	72	14	1
213	8	15	1
213	180	15	1
8	213	16	1
180	213	16	1
213	180	17	1
54	180	17	1
213	20	17	1
54	20	17	1
364	365	18	1
365	364	19	1
497	370	20	1
26	79	21	1
26	69	21	1
79	20	22	1
54	20	22	1
33	79	23	1
33	68	23	1
79	33	24	1
68	33	24	1
79	8	25	1
8	79	26	1
73	29	27	1
73	713	27	1
712	29	27	1
712	713	27	1
29	73	28	1
713	73	28	1
29	712	28	1
713	712	28	1
8	18	29	1
25	14	30	1
25	317	30	1
69	14	30	1
69	317	30	1
603	8	31	1
623	622	32	1
99	139	33	1
99	64	33	1
72	139	33	1
72	64	33	1
154	89	34	1
64	177	35	1
64	149	35	1
89	177	35	1
89	149	35	1
177	64	36	1
149	64	36	1
177	89	36	1
149	89	36	1
209	84	37	1
209	89	37	1
84	209	38	1
89	209	38	1
116	492	39	1
50	492	39	1
492	116	40	1
492	50	40	1
161	18	41	1
161	116	41	1
18	161	42	1
116	161	42	1
361	74	43	1
361	28	43	1
300	73	44	1
73	300	45	1
704	882	46	1
704	19	46	1
882	704	47	1
19	704	47	1
555	699	48	1
117	699	48	1
424	8	52	1
424	585	52	1
8	424	53	1
585	424	53	1
576	8	54	1
576	425	54	1
610	854	55	1
610	364	55	1
365	854	55	1
365	364	55	1
854	610	56	1
364	610	56	1
854	365	56	1
364	365	56	1
286	86	57	1
286	86	58	1
378	84	59	1
378	287	59	1
84	378	60	1
287	378	60	1
286	320	61	1
286	320	62	1
189	23	63	1
23	189	64	1
540	22	65	1
540	22	66	1
20	167	67	1
20	132	68	1
243	519	69	1
143	31	70	1
143	51	70	1
836	174	71	1
174	836	72	1
658	659	73	1
660	661	74	1
660	661	75	1
212	8	76	1
212	139	76	1
8	212	77	1
139	212	77	1
99	139	78	1
99	43	78	1
254	139	78	1
254	43	78	1
139	99	79	1
43	99	79	1
139	254	79	1
43	254	79	1
99	139	80	1
99	80	80	1
184	139	80	1
184	80	80	1
44	8	81	1
44	152	81	1
8	44	82	1
152	44	82	1
597	375	83	1
891	375	83	1
8	496	84	1
8	18	84	1
496	8	85	1
18	8	85	1
47	56	86	1
47	65	86	1
88	18	87	1
88	90	87	1
18	88	88	1
90	88	88	1
287	87	89	1
521	167	90	1
165	400	91	1
780	610	92	1
777	8	93	1
777	898	93	1
8	777	94	1
898	777	94	1
818	820	95	1
636	189	96	1
290	187	97	1
187	290	98	1
188	221	99	1
390	8	100	1
390	97	100	1
88	16	101	1
89	16	101	1
473	758	102	1
524	18	103	1
524	570	103	1
74	18	103	1
74	570	103	1
280	202	104	1
49	22	105	1
49	207	105	1
64	22	105	1
64	207	105	1
22	49	106	1
207	49	106	1
22	64	106	1
207	64	106	1
64	148	107	1
64	177	107	1
72	8	108	1
72	64	108	1
8	72	109	1
64	72	109	1
308	64	110	1
209	64	111	1
64	85	112	1
64	209	112	1
85	64	113	1
209	64	113	1
123	169	114	1
380	536	115	1
380	8	115	1
380	85	116	1
380	536	116	1
380	14	117	1
380	536	117	1
380	79	118	1
380	536	118	1
654	673	119	1
142	182	120	1
142	111	121	1
142	295	121	1
111	142	122	1
295	142	122	1
270	81	123	1
270	314	123	1
81	270	124	1
314	270	124	1
562	722	125	1
722	562	126	1
562	722	127	1
722	562	128	1
556	561	129	1
561	108	130	1
727	332	131	1
564	8	132	1
564	568	132	1
23	377	135	1
66	72	136	1
66	26	136	1
66	467	137	1
66	173	137	1
38	18	138	1
38	114	138	1
38	22	138	1
49	18	138	1
49	114	138	1
49	22	138	1
49	8	139	1
49	22	139	1
49	124	139	1
85	8	140	1
8	85	141	1
85	20	144	1
54	20	144	1
49	8	145	1
49	22	145	1
403	340	146	1
340	18	147	1
340	403	147	1
163	779	148	1
163	22	148	1
49	779	148	1
49	22	148	1
163	165	149	1
421	163	150	1
191	162	151	1
275	162	152	1
26	8	154	1
26	69	154	1
25	40	155	1
40	25	156	1
453	278	157	1
21	8	158	1
21	62	158	1
8	21	159	1
62	21	159	1
63	252	160	1
239	498	161	1
498	239	162	1
449	222	163	1
449	295	163	1
222	449	164	1
295	449	164	1
711	164	165	1
711	295	165	1
164	711	166	1
295	711	166	1
500	115	167	1
500	295	167	1
487	90	168	1
90	487	169	1
373	466	170	1
373	28	170	1
74	466	170	1
74	28	170	1
682	20	171	1
682	690	171	1
20	682	172	1
690	682	172	1
687	632	173	1
687	553	173	1
577	632	173	1
577	553	173	1
632	687	174	1
553	687	174	1
632	577	174	1
553	577	174	1
364	365	175	1
365	364	176	1
350	351	179	1
351	350	180	1
596	8	181	1
596	601	181	1
38	8	181	1
38	601	181	1
475	321	182	1
904	8	183	1
904	905	183	1
31	8	183	1
31	905	183	1
589	420	184	1
516	343	185	1
343	516	186	1
650	31	187	1
650	63	187	1
171	8	188	1
171	382	188	1
239	171	189	1
239	171	190	1
68	386	191	1
171	386	191	1
21	373	192	1
171	373	192	1
210	232	193	1
754	755	194	1
413	105	195	1
413	95	195	1
407	8	196	1
407	783	196	1
8	407	197	1
783	407	197	1
533	546	202	1
8	296	203	1
552	296	203	1
634	96	204	1
634	598	204	1
96	634	205	1
598	634	205	1
724	96	206	1
724	595	206	1
96	724	207	1
595	724	207	1
386	277	208	1
74	277	208	1
386	33	208	1
74	33	208	1
288	160	209	1
160	288	210	1
205	137	211	1
137	205	212	1
137	149	213	1
149	137	214	1
125	111	215	1
125	557	215	1
111	125	216	1
557	125	216	1
717	8	217	1
717	718	217	1
22	8	217	1
22	718	217	1
8	717	218	1
718	717	218	1
8	22	218	1
718	22	218	1
18	8	219	1
8	18	220	1
133	896	221	1
438	325	222	1
519	324	223	1
858	859	224	1
62	858	225	1
116	858	225	1
858	62	226	1
858	116	226	1
144	51	227	1
22	244	228	1
550	244	228	1
287	169	229	1
639	330	230	1
639	95	230	1
330	639	231	1
95	639	231	1
328	19	232	1
328	665	232	1
19	328	233	1
665	328	233	1
731	464	234	1
471	31	235	1
471	489	235	1
31	471	236	1
489	471	236	1
83	732	237	1
612	732	237	1
732	83	238	1
732	612	238	1
21	296	239	1
22	296	239	1
32	20	240	1
32	22	240	1
23	20	240	1
23	22	240	1
20	32	241	1
22	32	241	1
20	23	241	1
22	23	241	1
340	18	242	1
340	22	242	1
49	18	242	1
49	22	242	1
49	22	243	1
452	8	244	1
452	22	244	1
22	8	245	1
22	49	245	1
8	22	246	1
49	22	246	1
74	20	247	1
477	789	248	1
119	8	249	1
119	176	249	1
119	79	250	1
119	176	250	1
118	189	251	1
189	118	252	1
118	231	253	1
231	118	254	1
640	119	255	1
640	95	255	1
119	640	256	1
95	640	256	1
253	219	257	1
219	253	258	1
648	647	259	1
599	349	262	1
283	349	262	1
426	349	263	1
283	349	263	1
349	426	264	1
349	283	264	1
432	8	265	1
432	249	265	1
8	432	266	1
249	432	266	1
249	432	267	1
249	80	267	1
184	432	267	1
184	80	267	1
873	874	268	1
131	145	269	1
499	8	270	1
499	538	270	1
31	8	270	1
31	538	270	1
304	16	271	1
21	417	273	1
23	417	273	1
297	16	274	1
827	830	275	1
830	827	276	1
21	416	277	1
396	416	277	1
63	28	278	1
191	8	279	1
191	297	279	1
8	191	280	1
297	191	280	1
153	204	281	1
97	204	281	1
240	152	282	1
152	240	283	1
558	151	284	1
828	826	285	1
218	787	286	1
217	230	287	1
217	216	287	1
109	230	287	1
109	216	287	1
249	217	288	1
614	628	289	1
628	614	290	1
614	628	291	1
628	614	292	1
280	202	293	1
310	633	294	1
633	310	295	1
649	170	296	1
649	314	296	1
170	649	297	1
314	649	297	1
356	251	302	1
251	356	303	1
356	251	304	1
251	356	305	1
382	133	306	1
70	84	307	1
84	70	308	1
84	70	309	1
278	167	310	1
548	590	311	1
90	590	311	1
673	543	312	1
543	673	313	1
397	460	314	1
113	20	315	1
20	113	316	1
30	20	317	1
387	337	318	1
359	706	319	1
389	125	320	1
389	192	320	1
102	125	320	1
102	192	320	1
125	389	321	1
192	389	321	1
125	102	321	1
192	102	321	1
193	742	322	1
193	8	322	1
742	193	323	1
8	193	323	1
157	222	324	1
89	16	325	1
89	22	325	1
137	16	325	1
137	22	325	1
49	16	325	1
49	22	325	1
562	392	326	1
562	392	327	1
636	23	328	1
353	23	329	1
163	82	330	1
163	20	330	1
163	82	331	1
163	20	331	1
163	22	331	1
49	82	331	1
49	20	331	1
49	22	331	1
352	368	332	1
18	98	334	1
142	8	335	1
142	18	335	1
8	142	336	1
18	142	336	1
745	8	337	1
745	18	337	1
8	745	338	1
18	745	338	1
340	18	339	1
18	340	340	1
800	799	341	1
476	251	342	1
621	478	343	1
862	861	344	1
645	445	345	1
33	8	346	1
33	68	346	1
8	33	347	1
68	33	347	1
32	101	348	1
101	32	349	1
877	878	350	1
877	8	350	1
878	877	351	1
8	877	351	1
762	878	352	1
90	878	352	1
247	319	353	1
247	43	353	1
254	319	353	1
254	43	353	1
249	432	354	1
249	43	354	1
254	432	354	1
254	43	354	1
432	249	355	1
43	249	355	1
432	254	355	1
43	254	355	1
878	8	356	1
878	911	356	1
8	878	357	1
911	878	357	1
559	8	358	1
559	913	358	1
8	559	359	1
913	559	359	1
913	8	360	1
913	914	360	1
8	913	361	1
914	913	361	1
914	559	362	1
559	914	363	1
383	80	364	1
79	98	365	1
98	79	366	1
336	8	369	1
336	388	369	1
337	8	370	1
337	387	370	1
8	337	371	1
387	337	371	1
492	337	372	1
467	8	373	1
467	633	373	1
8	467	374	1
633	467	374	1
345	8	375	1
8	345	376	1
8	22	377	1
511	22	377	1
201	21	378	1
728	18	379	1
728	21	379	1
28	18	380	1
28	21	380	1
18	28	381	1
21	28	381	1
192	856	382	1
845	846	383	1
845	364	383	1
365	846	383	1
365	364	383	1
846	845	384	1
364	845	384	1
846	365	384	1
364	365	384	1
846	645	385	1
276	541	386	1
224	157	387	1
224	295	387	1
157	224	388	1
295	224	388	1
223	19	389	1
223	419	389	1
472	480	390	1
480	472	391	1
606	608	392	1
608	606	393	1
574	472	394	1
472	574	395	1
551	8	396	1
551	570	396	1
56	899	397	1
303	672	398	1
303	22	398	1
23	672	398	1
23	22	398	1
672	303	399	1
22	303	399	1
672	23	399	1
22	23	399	1
557	586	400	1
586	557	401	1
137	839	402	1
137	44	402	1
675	367	403	1
139	8	404	1
139	99	404	1
8	139	405	1
99	139	405	1
98	29	406	1
98	537	406	1
38	29	406	1
38	537	406	1
29	98	407	1
537	98	407	1
29	38	407	1
537	38	407	1
306	98	408	1
99	139	409	1
99	69	409	1
26	139	409	1
26	69	409	1
139	99	410	1
54	99	410	1
139	20	410	1
54	20	410	1
234	352	411	1
756	832	412	1
832	756	413	1
366	74	416	1
554	539	417	1
117	539	417	1
539	554	418	1
539	117	418	1
483	333	419	1
915	23	420	1
915	435	420	1
23	915	421	1
435	915	421	1
743	605	422	1
198	79	423	1
198	207	423	1
79	198	424	1
207	198	424	1
99	139	425	1
99	207	425	1
198	139	425	1
198	207	425	1
139	99	426	1
207	99	426	1
139	198	426	1
207	198	426	1
198	8	427	1
198	207	427	1
8	198	428	1
207	198	428	1
157	199	429	1
314	199	429	1
854	855	430	1
855	609	431	1
609	855	432	1
845	847	433	1
845	364	433	1
365	847	433	1
365	364	433	1
847	845	434	1
364	845	434	1
847	365	434	1
364	365	434	1
88	137	435	1
137	88	436	1
295	88	437	1
88	295	438	1
92	8	439	1
92	88	439	1
188	8	440	1
188	149	440	1
109	50	441	1
31	50	441	1
50	109	442	1
50	31	442	1
810	811	443	1
811	810	444	1
94	151	445	1
94	22	445	1
23	151	445	1
23	22	445	1
151	94	446	1
22	94	446	1
151	23	446	1
22	23	446	1
362	8	447	1
362	241	447	1
8	362	448	1
241	362	448	1
470	695	449	1
695	470	450	1
809	814	451	1
814	809	452	1
809	813	453	1
813	809	454	1
810	812	455	1
812	810	456	1
50	57	457	1
50	89	457	1
525	57	457	1
525	89	457	1
522	867	458	1
363	674	459	1
127	102	460	1
127	65	460	1
341	103	461	1
103	341	462	1
659	19	463	1
659	663	463	1
19	659	464	1
663	659	464	1
658	657	465	1
657	19	466	1
657	667	466	1
19	657	467	1
667	657	467	1
658	659	468	1
103	19	469	1
103	512	469	1
19	103	470	1
512	103	470	1
69	414	471	1
414	69	472	1
512	19	473	1
512	560	473	1
22	8	474	1
22	311	474	1
74	8	474	1
74	311	474	1
410	797	475	1
117	797	475	1
50	361	477	1
21	361	477	1
361	50	478	1
361	21	478	1
366	50	479	1
50	321	480	1
321	50	481	1
337	790	482	1
337	364	482	1
365	790	482	1
365	364	482	1
790	337	483	1
364	337	483	1
790	365	483	1
364	365	483	1
742	193	484	1
268	385	485	1
444	794	486	1
184	14	487	1
184	80	487	1
14	184	488	1
80	184	488	1
80	81	489	1
80	90	489	1
81	80	490	1
90	80	490	1
184	8	491	1
184	80	491	1
254	79	492	1
254	43	492	1
79	254	493	1
43	254	493	1
184	29	494	1
184	80	494	1
29	184	495	1
80	184	495	1
360	108	496	1
360	51	496	1
108	360	497	1
51	360	497	1
129	108	498	1
129	22	498	1
23	108	498	1
23	22	498	1
108	129	499	1
22	129	499	1
108	23	499	1
22	23	499	1
21	472	500	1
108	472	500	1
109	240	501	1
240	109	502	1
684	142	503	1
684	687	503	1
142	684	504	1
687	684	504	1
21	118	505	1
30	118	505	1
118	8	506	1
118	21	506	1
118	30	506	1
8	118	507	1
21	118	507	1
30	118	507	1
38	30	508	1
38	22	508	1
23	30	508	1
23	22	508	1
30	38	509	1
22	38	509	1
30	23	509	1
22	23	509	1
440	482	510	1
440	145	510	1
617	21	511	1
617	104	511	1
733	313	512	1
734	556	513	1
556	734	514	1
232	8	515	1
232	384	515	1
8	232	516	1
384	232	516	1
459	513	517	1
582	602	518	1
582	364	518	1
365	602	518	1
365	364	518	1
602	582	519	1
364	582	519	1
602	365	519	1
364	365	519	1
189	231	520	1
231	189	521	1
574	151	522	1
151	574	523	1
550	358	524	1
18	358	524	1
358	550	525	1
358	18	525	1
487	488	526	1
488	487	527	1
488	606	528	1
606	488	529	1
656	903	530	1
74	903	530	1
903	656	531	1
903	74	531	1
152	8	532	1
152	717	532	1
22	8	532	1
22	717	532	1
269	18	533	1
269	342	533	1
75	18	533	1
75	342	533	1
360	269	534	1
14	20	535	1
54	20	535	1
298	54	536	1
54	298	537	1
373	53	538	1
373	28	538	1
227	53	538	1
227	28	538	1
651	74	539	1
393	19	540	1
393	661	540	1
19	393	541	1
661	393	541	1
546	393	542	1
546	393	543	1
75	146	544	1
75	22	544	1
23	146	544	1
23	22	544	1
146	75	545	1
22	75	545	1
146	23	545	1
22	23	545	1
605	604	546	1
306	18	547	1
306	110	547	1
306	18	548	1
306	110	548	1
306	22	548	1
49	18	548	1
49	110	548	1
49	22	548	1
354	110	549	1
376	26	550	1
110	8	551	1
110	29	551	1
8	110	552	1
29	110	552	1
29	8	553	1
8	29	554	1
114	38	556	1
8	38	557	1
498	38	557	1
38	18	558	1
38	114	558	1
638	177	560	1
638	633	560	1
89	177	560	1
89	633	560	1
177	638	561	1
633	638	561	1
177	89	561	1
633	89	561	1
54	591	562	1
177	591	562	1
242	84	563	1
242	177	563	1
84	242	564	1
177	242	564	1
22	8	565	1
22	770	565	1
20	346	566	1
719	493	567	1
720	722	568	1
722	721	569	1
722	22	569	1
23	721	569	1
23	22	569	1
721	722	570	1
22	722	570	1
721	23	570	1
22	23	570	1
67	19	571	1
67	436	571	1
19	67	572	1
436	67	572	1
229	266	573	1
229	364	573	1
365	266	573	1
365	364	573	1
266	229	574	1
364	229	574	1
266	365	574	1
364	365	574	1
751	752	575	1
739	740	576	1
864	753	577	1
885	625	578	1
625	885	579	1
415	8	580	1
415	785	580	1
909	96	581	1
909	272	581	1
96	909	582	1
272	909	582	1
109	238	583	1
168	8	584	1
168	205	584	1
8	168	585	1
205	168	585	1
260	642	586	1
260	72	586	1
261	481	587	1
481	261	588	1
261	8	589	1
261	501	589	1
56	102	590	1
674	75	591	1
484	357	592	1
358	655	593	1
757	776	594	1
776	757	595	1
757	759	596	1
759	757	597	1
173	8	598	1
173	310	598	1
8	173	599	1
310	173	599	1
312	86	600	1
312	70	600	1
398	633	601	1
633	398	602	1
514	76	603	1
514	21	603	1
725	18	604	1
725	76	604	1
121	18	605	1
121	76	605	1
18	121	606	1
76	121	606	1
540	112	607	1
233	278	608	1
278	233	609	1
616	289	610	1
178	316	611	1
597	375	612	1
892	375	612	1
443	267	614	1
692	693	615	1
132	28	616	1
28	728	617	1
465	27	618	1
27	465	619	1
156	8	620	1
156	319	620	1
8	156	621	1
319	156	621	1
515	566	622	1
566	515	623	1
587	8	624	1
587	517	624	1
8	587	625	1
517	587	625	1
558	574	626	1
644	19	627	1
644	581	627	1
19	644	628	1
581	644	628	1
226	245	629	1
542	8	630	1
542	573	630	1
8	542	631	1
573	542	631	1
228	530	632	1
840	763	633	1
840	44	633	1
840	401	634	1
840	44	634	1
635	633	635	1
152	594	636	1
590	594	636	1
594	152	637	1
594	590	637	1
74	359	638	1
74	186	638	1
23	359	638	1
23	186	638	1
398	414	639	1
414	398	640	1
602	575	641	1
802	369	642	1
265	653	643	1
265	22	643	1
23	653	643	1
23	22	643	1
653	265	644	1
22	265	644	1
653	23	644	1
22	23	644	1
348	592	645	1
74	359	646	1
74	22	646	1
23	359	646	1
23	22	646	1
58	122	647	1
58	22	647	1
23	122	647	1
23	22	647	1
122	58	648	1
22	58	648	1
122	23	648	1
22	23	648	1
334	58	649	1
84	130	650	1
130	8	651	1
130	84	651	1
8	130	652	1
84	130	652	1
89	84	653	1
84	89	654	1
403	711	655	1
8	711	655	1
711	403	656	1
711	8	656	1
116	161	657	1
620	116	658	1
205	137	659	1
137	205	660	1
709	710	661	1
26	710	661	1
707	708	662	1
702	703	663	1
702	19	663	1
520	563	664	1
427	525	665	1
162	8	666	1
162	16	666	1
8	162	667	1
16	162	667	1
821	823	668	1
823	821	669	1
822	824	670	1
824	822	671	1
182	170	672	1
182	295	672	1
170	182	673	1
295	182	673	1
748	678	674	1
678	748	675	1
61	400	676	1
61	22	676	1
23	400	676	1
23	22	676	1
400	61	677	1
22	61	677	1
400	23	677	1
22	23	677	1
423	394	678	1
135	331	679	1
654	195	680	1
330	159	681	1
159	330	682	1
629	630	683	1
629	19	683	1
630	629	684	1
19	629	684	1
626	627	685	1
626	19	685	1
627	626	686	1
19	626	686	1
615	532	687	1
615	145	687	1
585	8	688	1
585	597	688	1
8	585	689	1
597	585	689	1
582	600	690	1
582	364	690	1
365	600	690	1
365	364	690	1
600	582	691	1
364	582	691	1
600	365	691	1
364	365	691	1
73	29	692	1
73	712	692	1
583	29	692	1
583	712	692	1
29	73	693	1
712	73	693	1
29	583	693	1
712	583	693	1
648	584	694	1
147	8	695	1
8	147	696	1
49	499	698	1
90	499	698	1
49	22	698	1
90	22	698	1
82	565	699	1
90	565	699	1
635	84	700	1
635	89	700	1
84	635	701	1
89	635	701	1
602	575	702	1
91	714	703	1
149	796	704	1
149	89	704	1
796	149	705	1
89	149	705	1
638	796	706	1
638	88	706	1
796	638	707	1
88	638	707	1
527	677	708	1
677	527	709	1
638	8	710	1
638	242	710	1
8	638	711	1
242	638	711	1
242	638	712	1
372	446	713	1
371	508	714	1
371	19	715	1
371	470	715	1
63	28	716	1
150	33	717	1
150	33	718	1
36	244	719	1
23	244	719	1
37	120	720	1
20	612	722	1
133	83	723	1
412	83	724	1
83	412	725	1
735	83	726	1
111	18	727	1
90	18	727	1
285	18	728	1
243	410	729	1
97	410	729	1
14	8	730	1
8	14	731	1
14	80	732	1
80	8	733	1
80	14	733	1
8	80	734	1
14	80	734	1
906	767	738	1
901	83	739	1
256	44	740	1
49	22	742	1
23	22	742	1
502	883	743	1
287	8	744	1
287	89	744	1
185	18	745	1
185	88	745	1
81	397	746	1
88	397	746	1
164	403	747	1
90	403	747	1
164	8	747	1
90	8	747	1
275	8	748	1
275	304	748	1
8	275	749	1
304	275	749	1
255	534	750	1
435	74	751	1
435	31	751	1
74	435	752	1
31	435	752	1
785	8	753	1
785	425	753	1
206	284	754	1
284	206	755	1
414	205	756	1
608	589	757	1
608	590	757	1
608	22	757	1
49	589	757	1
49	590	757	1
49	22	757	1
361	681	758	1
361	28	758	1
681	361	759	1
